IPK,Skor_Motivasi_Tertulis,Skor_Literasi_Finansial,Surat_Rekomendasi,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Semester,Status_Kelayakan,Kategori_Ekonomi,Skor_Performa_Dinamis
3.33,84,91,Tidak,Ya,4,92,15,8,0,Stabil,76.35
3.69,78,43,Ada,Ya,0,89,16,3,0,Stabil,73.15
3.01,88,54,Ada,Tidak,1,67,20,6,0,Stabil,60.55
2.91,93,51,Tidak,Tidak,3,85,11,5,0,Stabil,66.65
3.5,79,48,Tidak,Ya,3,75,18,5,1,Rentan,73.5
3.81,70,5,Ada,Ya,3,52,5,1,1,Rentan,73.55
3.26,99,85,Ada,Tidak,2,85,17,7,1,Rentan,69.9
3.4,85,100,Tidak,Ya,5,65,0,6,0,Stabil,74.0
3.28,99,71,Tidak,Tidak,3,51,11,6,1,Rentan,65.4
3.33,91,3,Ada,Tidak,5,60,13,4,0,Stabil,71.94999999999999
3.41,88,71,Ada,Ya,2,80,8,2,1,Rentan,71.15
3.6,80,15,Ada,Tidak,4,77,5,6,1,Rentan,77.4
3.62,68,21,Tidak,Ya,3,88,7,1,0,Stabil,77.9
3.16,56,11,Ada,Ya,5,50,7,2,0,Stabil,67.4
2.88,96,70,Ada,Tidak,4,85,10,2,1,Rentan,68.19999999999999
3.01,82,7,Tidak,Tidak,0,73,19,3,0,Stabil,59.75
2.74,64,14,Tidak,Ya,2,72,4,6,0,Rentan,59.5
3.33,71,15,Ada,Ya,4,82,17,8,0,Stabil,74.35
2.74,77,45,Ada,Ya,4,82,17,4,1,Rentan,65.5
3.13,78,61,Tidak,Tidak,2,70,6,8,0,Stabil,64.94999999999999
2.55,97,75,Tidak,Ya,3,97,12,1,1,Rentan,63.64999999999999
2.82,66,88,Tidak,Tidak,5,89,18,5,0,Stabil,70.1
3.9,93,84,Tidak,Ya,1,56,2,1,1,Stabil,71.7
2.76,92,99,Tidak,Tidak,2,78,5,5,0,Stabil,61.0
3.57,59,17,Ada,Tidak,4,97,18,8,0,Stabil,80.95
2.87,66,54,Tidak,Tidak,4,100,8,5,0,Stabil,71.05
2.45,82,78,Tidak,Ya,0,84,3,8,0,Stabil,53.55
2.44,60,18,Ada,Tidak,5,79,18,8,0,Stabil,62.400000000000006
3.17,98,24,Ada,Tidak,5,97,0,7,0,Rentan,76.95
3.25,84,44,Ada,Ya,1,69,4,3,1,Rentan,64.55
2.8,52,26,Tidak,Tidak,4,53,4,4,0,Rentan,60.6
3.49,94,79,Tidak,Ya,3,86,7,7,0,Stabil,75.55
3.32,55,45,Tidak,Tidak,3,74,7,1,0,Stabil,70.6
3.39,80,98,Tidak,Tidak,4,79,0,6,0,Stabil,74.65
3.4,95,41,Tidak,Tidak,2,52,3,7,0,Rentan,65.4
3.81,85,62,Ada,Tidak,0,81,6,4,0,Stabil,73.35
3.44,98,73,Ada,Tidak,3,100,6,7,0,Stabil,77.6
2.5,61,14,Tidak,Tidak,0,98,8,1,0,Rentan,57.1
3.43,77,99,Ada,Tidak,0,98,12,4,0,Stabil,71.05
3.03,78,97,Tidak,Ya,1,96,7,1,0,Rentan,66.65
3.96,72,17,Ada,Ya,0,51,5,8,0,Rentan,69.6
2.45,89,97,Ada,Tidak,1,78,14,6,1,Rentan,54.35
3.61,99,12,Ada,Ya,1,53,19,2,0,Stabil,66.75
3.66,66,38,Tidak,Ya,1,61,5,3,0,Stabil,69.1
2.99,89,12,Ada,Ya,0,62,9,3,0,Rentan,57.25
3.17,59,50,Ada,Tidak,0,88,10,7,0,Rentan,65.15
2.86,70,72,Ada,Ya,3,56,15,7,0,Stabil,60.1
3.04,60,95,Ada,Tidak,5,63,17,1,0,Rentan,68.2
3.66,95,72,Tidak,Tidak,2,100,3,8,0,Stabil,78.9
3.28,98,11,Tidak,Ya,1,100,4,3,0,Rentan,71.19999999999999
3.38,92,23,Ada,Ya,5,69,14,7,1,Rentan,74.5
3.38,55,34,Tidak,Ya,1,96,17,1,0,Stabil,71.9
2.81,84,93,Ada,Ya,5,77,17,6,0,Stabil,67.55
3.44,50,56,Tidak,Ya,3,79,8,7,0,Stabil,73.4
3.26,86,100,Ada,Ya,0,88,20,2,0,Stabil,66.5
2.33,64,21,Tidak,Tidak,4,67,13,6,0,Stabil,56.349999999999994
3.66,63,31,Ada,Ya,2,53,0,2,0,Stabil,69.5
3.08,57,49,Tidak,Ya,4,75,0,5,0,Rentan,69.19999999999999
2.89,97,38,Ada,Tidak,4,50,17,3,0,Stabil,61.35
2.72,93,57,Ada,Tidak,4,77,3,2,0,Rentan,64.19999999999999
3.04,82,85,Ada,Tidak,5,59,0,2,1,Rentan,67.4
2.72,66,12,Tidak,Ya,4,75,13,2,0,Rentan,63.8
3.08,58,50,Ada,Tidak,5,88,9,1,0,Rentan,73.8
3.29,72,44,Ada,Tidak,3,69,5,3,0,Stabil,69.15
3.48,71,100,Ada,Ya,1,93,13,8,1,Rentan,72.8
3.85,53,71,Tidak,Ya,4,76,0,6,1,Stabil,80.95
3.0,90,68,Tidak,Tidak,4,72,2,3,1,Rentan,67.4
3.49,98,83,Tidak,Tidak,5,74,1,1,0,Stabil,77.15
3.11,71,93,Ada,Tidak,0,73,15,3,0,Stabil,61.25
3.47,60,50,Tidak,Ya,3,97,4,5,0,Rentan,77.45
2.49,67,79,Ada,Tidak,1,76,17,8,0,Stabil,54.550000000000004
3.8,56,34,Tidak,Ya,0,69,4,5,0,Rentan,70.8
2.92,90,73,Tidak,Ya,0,88,11,4,0,Stabil,61.4
2.92,89,59,Tidak,Tidak,0,84,17,3,0,Stabil,60.599999999999994
3.54,82,68,Ada,Ya,2,83,16,4,1,Stabil,73.7
3.38,73,31,Tidak,Ya,1,92,8,7,0,Rentan,71.1
2.74,56,13,Tidak,Ya,1,53,6,1,0,Rentan,53.7
2.3,98,5,Tidak,Tidak,0,87,14,8,0,Stabil,51.89999999999999
3.7,66,46,Ada,Tidak,0,90,14,2,0,Rentan,73.5
3.8,60,91,Tidak,Tidak,0,80,4,1,0,Stabil,73.0
3.01,59,32,Ada,Ya,4,93,19,4,0,Stabil,71.75
2.75,56,100,Ada,Ya,3,68,17,8,0,Stabil,60.85
3.34,99,50,Ada,Tidak,2,75,5,6,0,Stabil,69.1
3.05,78,73,Tidak,Tidak,0,77,19,1,0,Stabil,61.15
3.0,80,100,Ada,Tidak,3,62,11,6,0,Rentan,63.4
3.23,64,1,Ada,Ya,2,69,3,3,1,Rentan,66.25
2.99,74,29,Tidak,Tidak,5,95,7,4,0,Stabil,73.85
2.93,87,41,Tidak,Ya,1,70,15,5,0,Stabil,59.949999999999996
3.6,86,81,Tidak,Ya,4,71,11,2,1,Rentan,76.2
3.22,73,45,Tidak,Ya,5,99,14,8,0,Stabil,78.1
3.38,80,40,Ada,Ya,2,92,1,2,0,Stabil,73.1
3.1,92,33,Ada,Ya,2,53,5,5,1,Rentan,61.1
3.51,50,90,Tidak,Ya,3,93,6,7,1,Rentan,77.25
2.96,77,75,Tidak,Tidak,1,76,0,6,0,Stabil,61.6
3.46,88,41,Ada,Ya,0,62,18,4,0,Stabil,64.3
2.41,80,55,Tidak,Ya,3,95,10,8,0,Rentan,61.15
2.96,79,61,Ada,Tidak,5,53,5,2,0,Stabil,65.0
2.04,56,14,Tidak,Ya,0,53,9,2,0,Stabil,41.2
3.05,87,95,Ada,Ya,0,87,5,5,0,Stabil,63.150000000000006
3.3,51,51,Ada,Tidak,0,79,0,7,0,Rentan,65.3
2.73,76,14,Tidak,Ya,1,66,8,4,0,Rentan,56.15
2.88,75,13,Tidak,Ya,4,53,5,8,0,Stabil,61.8
2.66,74,7,Ada,Ya,4,91,1,4,0,Rentan,66.1
3.16,69,2,Tidak,Ya,1,87,15,3,0,Stabil,66.8
3.03,51,72,Ada,Ya,2,84,0,8,0,Stabil,66.25
2.8,52,26,Ada,Ya,4,60,11,3,0,Rentan,62.0
2.9,72,42,Ada,Ya,5,89,7,3,0,Rentan,71.3
2.76,99,20,Ada,Tidak,4,60,9,1,0,Stabil,61.4
3.07,58,56,Tidak,Ya,5,55,5,7,0,Stabil,67.05
3.56,79,49,Tidak,Ya,1,67,5,6,1,Rentan,68.8
3.93,64,54,Ada,Ya,3,73,7,5,0,Stabil,79.55
2.59,89,84,Tidak,Tidak,1,78,7,5,0,Stabil,56.45
2.45,71,12,Tidak,Ya,5,70,3,5,0,Stabil,60.75
3.27,88,11,Ada,Ya,1,94,8,2,1,Rentan,69.85
3.37,84,73,Tidak,Tidak,0,52,13,4,0,Stabil,60.949999999999996
2.82,60,35,Tidak,Ya,4,95,17,4,0,Rentan,69.3
2.93,70,94,Tidak,Tidak,1,58,12,1,0,Stabil,57.55
3.56,55,1,Tidak,Tidak,2,85,5,5,0,Rentan,74.4
3.38,61,11,Ada,Ya,4,60,5,2,0,Stabil,70.69999999999999
3.49,58,6,Tidak,Ya,5,50,8,5,0,Rentan,72.35
3.91,97,17,Ada,Tidak,4,65,11,6,1,Rentan,79.65
2.78,81,7,Ada,Tidak,4,75,8,5,0,Rentan,64.69999999999999
3.5,70,56,Ada,Tidak,0,61,6,8,0,Stabil,64.7
3.31,95,49,Ada,Tidak,4,69,4,7,1,Rentan,71.45
2.8,76,23,Ada,Tidak,4,94,6,5,0,Rentan,68.8
3.51,81,36,Ada,Ya,0,69,5,1,0,Rentan,66.45
3.18,82,21,Tidak,Ya,2,78,18,4,0,Rentan,67.3
3.13,67,8,Tidak,Ya,4,62,16,6,0,Stabil,67.35
3.07,75,74,Tidak,Ya,2,70,18,1,1,Rentan,64.05
2.69,64,93,Tidak,Tidak,5,67,6,8,0,Stabil,63.75
3.28,58,47,Tidak,Ya,3,75,17,7,0,Stabil,70.19999999999999
3.27,94,89,Ada,Ya,3,50,16,5,1,Stabil,65.05
3.58,78,50,Tidak,Tidak,1,87,16,7,0,Rentan,73.1
3.28,58,73,Ada,Tidak,0,76,13,8,0,Rentan,64.39999999999999
2.88,93,38,Ada,Ya,4,80,6,5,0,Stabil,67.19999999999999
2.8,86,97,Ada,Ya,5,57,14,3,1,Rentan,63.4
3.61,60,86,Ada,Tidak,0,62,18,2,0,Stabil,66.55
3.15,79,75,Ada,Tidak,1,69,19,3,0,Rentan,63.05
3.3,69,57,Ada,Ya,1,68,11,5,0,Stabil,65.1
3.46,83,84,Ada,Ya,2,64,17,1,1,Rentan,68.7
2.74,74,13,Tidak,Ya,0,93,3,1,0,Rentan,59.7
3.47,57,5,Tidak,Ya,3,88,4,7,0,Rentan,75.65
3.98,75,38,Ada,Tidak,0,88,13,8,0,Stabil,77.3
3.29,61,54,Tidak,Ya,2,55,2,6,0,Rentan,64.35
3.46,51,53,Ada,Ya,0,79,1,2,0,Rentan,67.7
3.05,83,84,Tidak,Ya,2,55,5,4,0,Rentan,60.75
3.31,79,72,Tidak,Ya,1,50,5,3,0,Stabil,61.65
3.67,68,5,Ada,Ya,1,70,4,8,1,Rentan,71.05
3.25,67,15,Ada,Tidak,2,75,8,6,0,Stabil,67.75
2.34,58,77,Ada,Ya,1,52,12,6,0,Rentan,47.5
3.55,58,21,Ada,Ya,5,61,19,7,1,Rentan,75.45
3.09,87,51,Ada,Ya,2,63,10,3,0,Stabil,62.95
2.95,83,97,Tidak,Ya,4,56,10,8,0,Rentan,63.45
3.19,92,39,Tidak,Ya,0,59,19,2,0,Stabil,59.650000000000006
3.31,59,82,Tidak,Ya,4,52,18,4,0,Stabil,68.05
2.87,61,54,Ada,Tidak,1,64,0,6,0,Rentan,57.849999999999994
2.55,52,60,Tidak,Tidak,4,84,4,7,0,Rentan,63.05
2.83,80,62,Ada,Tidak,3,50,9,6,1,Rentan,58.449999999999996
3.33,53,63,Tidak,Ya,3,81,6,2,1,Rentan,72.14999999999999
3.5,54,38,Ada,Tidak,4,62,6,1,0,Rentan,72.9
3.78,51,0,Tidak,Ya,2,58,7,3,0,Stabil,72.3
3.02,72,68,Ada,Tidak,4,94,7,8,1,Rentan,72.1
2.5,72,33,Tidak,Ya,2,96,3,6,0,Stabil,60.7
4.0,50,91,Ada,Ya,3,50,18,5,1,Rentan,76.0
2.94,84,98,Ada,Tidak,1,87,12,6,0,Stabil,63.5
3.28,92,11,Tidak,Tidak,5,59,12,1,0,Stabil,71.0
2.84,62,97,Tidak,Tidak,1,66,0,7,0,Rentan,57.800000000000004
3.99,94,49,Ada,Tidak,5,64,2,7,0,Stabil,82.64999999999999
3.19,92,58,Ada,Ya,3,88,20,7,0,Stabil,71.45
3.53,67,81,Tidak,Ya,2,96,1,3,1,Rentan,76.15
3.3,67,23,Tidak,Ya,5,74,13,2,0,Stabil,74.3
2.99,84,0,Tidak,Ya,3,58,11,4,0,Stabil,62.45
4.0,50,82,Tidak,Ya,1,58,16,4,1,Rentan,73.6
3.05,60,2,Ada,Ya,4,90,0,7,0,Stabil,71.75
3.14,57,5,Ada,Tidak,2,52,1,5,0,Rentan,61.5
3.09,58,88,Ada,Ya,5,68,17,3,1,Stabil,69.95
3.84,90,51,Tidak,Tidak,4,68,9,6,1,Rentan,79.19999999999999
3.37,76,57,Ada,Ya,0,58,9,3,0,Stabil,62.15
3.23,73,56,Ada,Ya,0,73,6,1,0,Rentan,63.05
2.7,61,39,Tidak,Ya,0,54,6,4,0,Rentan,51.3
3.21,79,97,Ada,Ya,2,96,14,8,1,Stabil,71.35
2.83,85,50,Ada,Ya,3,70,19,7,0,Stabil,62.449999999999996
3.1,55,20,Tidak,Tidak,3,50,20,1,0,Rentan,62.5
4.0,93,23,Ada,Tidak,3,86,12,1,1,Rentan,83.2
2.89,60,28,Tidak,Tidak,5,65,19,3,0,Rentan,66.35
4.0,89,17,Ada,Ya,0,98,5,6,1,Rentan,79.6
2.98,71,41,Tidak,Ya,2,58,12,5,0,Stabil,60.3
3.09,63,16,Ada,Ya,2,99,13,7,0,Rentan,70.15
2.81,75,6,Tidak,Ya,0,51,14,8,0,Rentan,52.35
3.23,55,63,Ada,Tidak,1,100,9,4,0,Stabil,70.44999999999999
2.93,50,24,Tidak,Ya,1,50,1,5,0,Stabil,55.949999999999996
3.27,91,95,Ada,Ya,2,83,6,6,1,Rentan,69.65
3.76,68,16,Ada,Tidak,2,76,13,5,0,Stabil,75.6
2.89,54,29,Ada,Ya,4,89,9,4,0,Rentan,69.15
3.02,62,43,Tidak,Tidak,1,69,5,5,0,Rentan,61.099999999999994
3.4,83,8,Tidak,Tidak,1,71,17,7,0,Stabil,67.2
3.8,79,79,Tidak,Ya,2,51,10,7,1,Rentan,71.2
3.4,57,51,Ada,Ya,1,86,4,7,0,Stabil,70.2
3.43,92,12,Tidak,Ya,2,70,11,3,0,Stabil,69.44999999999999
3.42,76,48,Ada,Ya,4,93,1,3,1,Stabil,77.9
2.87,68,2,Ada,Ya,4,62,6,5,0,Rentan,63.449999999999996
3.47,89,7,Tidak,Ya,1,59,6,4,0,Rentan,65.85
3.25,99,74,Tidak,Ya,0,63,8,3,0,Stabil,61.35
2.96,59,67,Tidak,Ya,2,63,11,7,0,Stabil,61.0
3.54,82,73,Ada,Ya,5,81,20,1,1,Rentan,79.3
2.98,67,42,Ada,Ya,5,64,2,1,0,Stabil,67.5
3.14,68,84,Tidak,Tidak,5,73,19,5,0,Stabil,71.7
2.96,98,89,Ada,Ya,0,100,20,5,0,Stabil,64.4
3.17,73,37,Tidak,Tidak,0,60,14,5,0,Rentan,59.55
3.7,91,59,Ada,Ya,4,55,16,4,1,Stabil,74.5
3.43,51,28,Tidak,Ya,4,65,4,3,0,Stabil,72.44999999999999
3.43,53,7,Ada,Ya,5,70,8,8,0,Stabil,75.44999999999999
2.69,62,45,Ada,Ya,3,78,6,5,0,Stabil,61.95
3.76,60,52,Tidak,Tidak,5,82,8,2,0,Rentan,82.8
3.42,61,19,Ada,Ya,3,90,10,4,1,Rentan,75.3
2.71,98,61,Ada,Ya,3,53,14,7,1,Rentan,57.25
3.12,88,41,Tidak,Tidak,3,65,10,3,0,Rentan,65.8
2.98,97,43,Ada,Ya,3,92,6,8,0,Rentan,69.1
3.15,97,47,Ada,Ya,4,95,8,1,1,Rentan,74.25
3.12,59,14,Ada,Tidak,5,53,6,4,0,Stabil,67.4
3.28,84,45,Ada,Tidak,3,64,20,6,0,Stabil,68.0
3.88,77,78,Tidak,Tidak,3,54,13,7,1,Stabil,75.0
3.96,60,90,Ada,Tidak,2,64,3,8,0,Stabil,76.2
4.0,64,8,Ada,Tidak,5,69,2,1,1,Rentan,83.8
3.44,74,95,Tidak,Tidak,2,74,5,6,0,Stabil,70.4
2.54,60,82,Ada,Ya,0,82,3,6,0,Stabil,54.5
3.25,66,75,Ada,Tidak,0,78,9,5,0,Stabil,64.35
3.59,97,53,Ada,Tidak,2,95,5,3,1,Rentan,76.85
2.36,65,17,Tidak,Ya,2,52,4,8,0,Stabil,49.8
3.66,76,78,Tidak,Tidak,4,89,0,4,0,Stabil,80.7
3.75,99,55,Tidak,Ya,1,79,9,2,0,Stabil,74.05
2.8,54,81,Tidak,Ya,1,89,20,5,0,Stabil,61.8
2.99,100,100,Tidak,Ya,1,61,10,3,0,Stabil,59.050000000000004
2.64,50,32,Tidak,Ya,4,98,7,5,0,Rentan,67.2
2.97,57,27,Tidak,Tidak,1,83,16,6,0,Rentan,63.15
3.45,77,7,Ada,Ya,3,53,16,2,1,Rentan,68.35
3.62,84,62,Tidak,Ya,1,90,3,8,0,Rentan,74.3
2.84,76,92,Ada,Ya,3,77,18,2,1,Stabil,64.0
2.68,77,21,Tidak,Ya,1,94,0,6,0,Rentan,61.0
2.59,97,26,Ada,Ya,0,56,12,5,0,Rentan,50.050000000000004
2.52,92,12,Ada,Ya,4,73,12,3,1,Rentan,60.4
2.98,61,27,Tidak,Ya,1,83,12,1,0,Rentan,63.3
3.84,75,22,Tidak,Ya,2,89,14,3,1,Rentan,79.39999999999999
2.88,79,22,Tidak,Tidak,1,67,18,7,0,Rentan,58.599999999999994
3.37,71,100,Ada,Tidak,3,81,12,8,1,Rentan,72.75
2.81,60,55,Tidak,Ya,4,99,8,1,0,Rentan,69.95
3.85,86,63,Tidak,Ya,5,59,9,6,0,Stabil,79.55
2.97,97,52,Ada,Tidak,3,67,6,3,0,Stabil,63.949999999999996
2.73,90,86,Ada,Ya,4,76,3,6,1,Rentan,64.15
3.8,63,99,Tidak,Ya,0,74,1,2,0,Stabil,71.8
3.94,67,100,Ada,Ya,1,58,3,1,0,Stabil,72.69999999999999
2.64,90,26,Ada,Tidak,5,94,9,4,0,Stabil,68.4
3.34,92,91,Ada,Ya,5,91,13,4,1,Stabil,78.3
3.33,88,100,Ada,Ya,1,56,12,8,0,Stabil,63.15
3.78,64,61,Tidak,Ya,0,63,15,1,0,Rentan,69.3
3.47,54,69,Tidak,Tidak,0,88,6,4,0,Rentan,69.65
3.79,69,53,Ada,Tidak,0,59,16,2,0,Stabil,68.65
3.92,99,19,Ada,Ya,1,82,10,2,1,Rentan,77.2
2.61,87,100,Ada,Tidak,3,84,12,4,0,Stabil,61.95
2.46,93,20,Tidak,Ya,5,58,9,8,0,Rentan,58.5
3.19,94,62,Ada,Ya,1,77,15,2,1,Rentan,65.25
2.84,57,31,Tidak,Tidak,2,100,18,5,0,Rentan,66.6
3.18,88,44,Tidak,Ya,2,74,2,3,1,Rentan,66.5
3.18,54,54,Tidak,Tidak,2,83,16,3,0,Stabil,68.3
3.22,77,99,Tidak,Tidak,5,92,12,7,1,Rentan,76.7
3.08,91,60,Tidak,Ya,3,73,0,5,1,Rentan,66.8
3.72,76,0,Ada,Ya,5,52,16,1,1,Stabil,76.2
2.95,60,17,Ada,Ya,0,57,11,7,0,Rentan,55.65
2.9,59,0,Ada,Ya,3,88,18,4,0,Rentan,67.1
3.97,65,18,Tidak,Ya,0,99,10,5,0,Stabil,79.35
2.71,81,9,Ada,Tidak,5,83,7,3,0,Rentan,67.25
3.23,58,36,Ada,Ya,2,68,15,1,0,Stabil,66.05
2.68,85,85,Ada,Ya,2,79,17,3,0,Stabil,60.0
3.7,85,89,Tidak,Ya,2,81,11,3,1,Stabil,75.7
3.04,72,49,Ada,Ya,0,50,12,5,1,Rentan,55.6
4.0,78,38,Tidak,Ya,3,64,13,7,1,Stabil,78.8
2.61,89,23,Tidak,Ya,4,67,9,1,0,Rentan,60.55
3.33,99,14,Ada,Ya,2,55,14,6,1,Rentan,64.94999999999999
3.11,87,1,Ada,Ya,2,61,15,6,0,Stabil,62.85
4.0,68,67,Tidak,Ya,2,64,2,3,0,Stabil,76.8
3.2,55,76,Tidak,Ya,5,56,15,7,1,Rentan,69.2
2.66,75,45,Tidak,Ya,1,80,0,3,0,Stabil,57.9
3.03,59,82,Ada,Ya,2,56,18,1,0,Rentan,60.65
3.35,61,48,Tidak,Ya,0,56,12,4,0,Rentan,61.45
2.87,59,17,Ada,Ya,4,68,11,5,0,Stabil,64.65
3.96,65,25,Tidak,Ya,3,100,3,4,0,Stabil,85.4
2.82,91,70,Tidak,Ya,1,58,0,2,0,Stabil,55.9
3.44,54,3,Ada,Tidak,1,80,20,2,0,Rentan,69.6
2.95,87,82,Ada,Tidak,0,58,12,7,0,Rentan,55.85
3.15,51,31,Ada,Tidak,1,71,7,6,0,Stabil,63.45
3.38,58,87,Tidak,Tidak,3,56,15,2,0,Stabil,67.9
2.8,51,55,Tidak,Ya,2,60,13,8,0,Rentan,58.0
3.19,65,78,Tidak,Ya,2,93,12,8,0,Stabil,70.45
3.3,73,0,Ada,Ya,4,69,13,8,0,Stabil,71.3
3.29,53,22,Tidak,Tidak,1,98,14,7,0,Stabil,70.95
3.33,86,18,Ada,Ya,1,77,11,4,0,Stabil,67.35
3.26,81,89,Tidak,Tidak,2,73,3,4,0,Stabil,67.5
2.78,59,88,Ada,Ya,4,78,20,1,0,Rentan,65.3
3.21,92,19,Ada,Ya,3,62,0,1,1,Stabil,66.55
3.15,98,88,Ada,Tidak,1,78,18,1,1,Stabil,64.85
3.34,68,35,Tidak,Ya,5,51,17,7,0,Rentan,70.30000000000001
3.61,73,50,Ada,Ya,4,54,3,1,1,Rentan,72.95
3.55,83,7,Ada,Ya,0,66,20,8,0,Stabil,66.45
3.23,90,58,Ada,Ya,2,82,20,5,1,Stabil,68.85
3.14,78,84,Tidak,Ya,3,55,19,6,0,Rentan,64.1
3.27,56,10,Tidak,Ya,0,77,16,2,0,Stabil,64.45
3.69,51,75,Tidak,Ya,0,73,6,8,0,Stabil,69.95
3.71,87,12,Ada,Ya,1,60,12,6,1,Rentan,69.65
3.14,88,26,Ada,Tidak,3,99,6,8,0,Rentan,72.9
3.34,73,38,Ada,Ya,2,70,4,3,0,Stabil,68.1
3.44,86,71,Tidak,Tidak,0,96,0,7,0,Rentan,70.80000000000001
3.63,58,1,Tidak,Tidak,2,62,0,3,0,Stabil,70.85
3.78,81,60,Ada,Ya,2,72,15,8,1,Rentan,75.1
3.14,79,67,Tidak,Ya,3,52,19,7,0,Stabil,63.5
3.32,93,16,Tidak,Ya,2,62,14,4,0,Rentan,66.19999999999999
3.21,65,10,Tidak,Ya,2,98,3,2,0,Rentan,71.75
3.09,82,85,Ada,Tidak,3,75,11,6,1,Rentan,67.35
3.31,81,72,Ada,Ya,5,56,9,8,1,Stabil,70.85
2.35,51,54,Ada,Tidak,1,81,4,5,0,Stabil,53.45
3.29,96,88,Tidak,Tidak,4,68,0,6,0,Rentan,70.95
2.98,51,51,Tidak,Tidak,2,63,4,3,0,Rentan,61.3
3.4,98,75,Ada,Tidak,3,55,1,4,1,Rentan,68.0
3.01,61,79,Ada,Ya,4,94,8,4,0,Stabil,71.95
3.23,75,86,Ada,Ya,1,82,2,1,1,Rentan,66.85
3.86,95,86,Ada,Tidak,0,55,1,7,1,Stabil,68.9
3.11,57,52,Tidak,Tidak,0,92,13,1,0,Rentan,65.05
3.45,75,3,Ada,Tidak,4,76,7,6,1,Rentan,74.95
2.64,94,41,Ada,Ya,3,78,20,7,0,Stabil,61.2
3.04,56,19,Ada,Ya,2,71,19,3,0,Stabil,63.800000000000004
3.33,97,15,Ada,Ya,4,51,2,7,0,Stabil,68.15
3.27,72,82,Tidak,Ya,1,55,17,8,0,Stabil,62.05
3.77,67,6,Ada,Ya,4,85,15,2,1,Rentan,81.55
2.61,91,51,Tidak,Ya,5,81,8,4,0,Rentan,65.35
3.16,74,17,Ada,Tidak,5,50,15,6,0,Rentan,67.4
3.02,100,82,Tidak,Ya,1,94,10,5,0,Stabil,66.1
3.66,100,28,Ada,Tidak,4,91,9,5,0,Stabil,81.1
3.21,72,84,Ada,Tidak,5,82,6,5,0,Stabil,74.55
3.2,65,0,Ada,Ya,2,92,14,6,0,Stabil,70.4
3.32,96,40,Tidak,Tidak,2,84,1,5,0,Stabil,70.6
2.81,53,72,Tidak,Ya,5,67,5,1,0,Rentan,65.55
3.72,93,42,Ada,Tidak,2,85,0,1,0,Stabil,76.8
2.99,85,17,Ada,Tidak,0,63,10,6,0,Rentan,57.45
3.61,96,35,Ada,Tidak,2,59,7,8,1,Rentan,69.95
2.89,92,28,Tidak,Tidak,3,94,1,7,0,Stabil,68.15
2.9,90,44,Ada,Tidak,4,70,3,4,0,Stabil,65.5
2.49,84,49,Ada,Tidak,1,79,6,6,0,Rentan,55.150000000000006
3.39,77,67,Tidak,Tidak,5,61,13,2,0,Stabil,73.05000000000001
3.14,65,55,Ada,Ya,4,89,19,2,1,Rentan,72.9
3.07,95,35,Tidak,Tidak,1,64,3,1,0,Stabil,60.849999999999994
3.39,65,70,Tidak,Ya,1,73,1,4,0,Stabil,67.45
2.98,89,95,Ada,Ya,3,95,10,3,1,Rentan,69.69999999999999
3.39,100,61,Ada,Ya,4,93,20,5,0,Stabil,77.45
3.01,74,54,Tidak,Tidak,3,78,6,2,0,Stabil,66.75
3.12,86,99,Ada,Ya,4,78,6,3,1,Stabil,70.4
3.29,88,6,Ada,Ya,2,62,1,2,1,Stabil,65.75
2.94,97,57,Tidak,Ya,0,53,5,3,0,Stabil,54.7
2.84,94,30,Tidak,Tidak,2,69,20,7,0,Rentan,60.400000000000006
2.71,70,69,Ada,Ya,0,65,8,7,0,Rentan,53.65
3.26,99,28,Ada,Ya,1,98,12,5,1,Rentan,70.5
3.78,97,2,Tidak,Tidak,4,77,15,1,1,Rentan,80.1
3.21,85,13,Tidak,Ya,3,100,20,3,1,Rentan,74.15
2.69,66,44,Tidak,Tidak,5,88,15,4,0,Stabil,67.95
2.48,57,13,Tidak,Ya,5,77,7,6,0,Rentan,62.599999999999994
3.05,79,5,Ada,Ya,2,84,16,3,0,Stabil,66.55
3.15,77,9,Ada,Tidak,3,50,9,3,1,Stabil,63.25
3.04,75,49,Tidak,Ya,1,76,8,7,0,Rentan,62.800000000000004
3.31,85,87,Ada,Tidak,1,51,8,6,0,Stabil,61.85
2.73,95,35,Ada,Tidak,1,80,1,4,0,Rentan,58.949999999999996
3.4,58,11,Ada,Ya,4,80,3,2,1,Rentan,75.0
2.7,96,40,Tidak,Ya,4,68,18,2,0,Stabil,62.1
2.76,97,80,Ada,Tidak,3,50,13,3,1,Rentan,57.4
3.7,78,27,Ada,Ya,2,56,13,6,1,Rentan,70.7
3.35,83,63,Ada,Ya,4,57,6,2,1,Rentan,69.65
2.89,65,96,Ada,Tidak,3,89,16,7,0,Rentan,67.15
2.79,99,87,Tidak,Ya,2,71,13,1,1,Rentan,60.050000000000004
3.01,71,41,Ada,Ya,2,67,2,2,1,Stabil,62.55
3.41,57,12,Tidak,Tidak,3,86,19,2,0,Stabil,74.35
3.07,80,89,Tidak,Tidak,0,99,19,4,0,Rentan,65.85
3.52,89,42,Ada,Tidak,4,79,15,5,0,Stabil,76.6
3.26,80,90,Ada,Ya,3,80,7,2,1,Rentan,70.9
